N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
1,82,1575.2,4.075,34.82,-0.39894666666666667,80.1776
1,83,1625.1,3.777,34.808,-0.39894666666666667,80.1776
1,84,1676.0,3.603,34.801,-0.39894666666666667,80.1776
1,85,1724.7,3.429,34.795,-0.39894666666666667,80.1776
1,86,1775.0,3.354,34.792,-0.39894666666666667,80.1776
1,87,1825.2,3.188,34.784,-0.39894666666666667,80.1776
1,88,1875.1,3.112,34.782,-0.39894666666666667,80.1776
1,89,1925.8,2.979,34.777,-0.39894666666666667,80.1776
1,90,1969.8,2.911,34.774,-0.39894666666666667,80.1776
1,91,,,,-0.39894666666666667,80.1776
1,92,,,,-0.39894666666666667,80.1776
1,93,,,,-0.39894666666666667,80.1776
2,0,2.5,28.99,34.553,-0.7963366666666667,81.114175
2,1,3.5,28.991,34.553,-0.7963366666666667,81.114175
2,2,4.5,28.993,34.552,-0.7963366666666667,81.114175
2,3,5.5,28.995,34.552,-0.7963366666666667,81.114175
2,4,6.5,28.996,34.552,-0.7963366666666667,81.114175
2,5,7.5,28.995,34.553,-0.7963366666666667,81.114175
2,6,8.5,28.995,34.552,-0.7963366666666667,81.114175
2,7,9.5,28.996,34.552,-0.7963366666666667,81.114175
2,8,10.5,28.997,34.553,-0.7963366666666667,81.114175
2,9,11.5,28.997,34.552,-0.7963366666666667,81.114175
2,10,12.5,28.997,34.552,-0.7963366666666667,81.114175
2,11,13.5,28.996,34.552,-0.7963366666666667,81.114175
2,12,14.4,28.993,34.553,-0.7963366666666667,81.114175
2,13,15.4,28.987,34.556,-0.7963366666666667,81.114175
2,14,16.5,28.981,34.558,-0.7963366666666667,81.114175
2,15,17.5,28.975,34.562,-0.7963366666666667,81.114175
2,16,18.5,28.969,34.565,-0.7963366666666667,81.114175
2,17,19.5,28.956,34.57,-0.7963366666666667,81.114175
2,18,25.1,28.844,34.636,-0.7963366666666667,81.114175
2,19,35.1,28.804,34.667,-0.7963366666666667,81.114175
2,20,45.1,28.744,34.684,-0.7963366666666667,81.114175
2,21,55.0,28.742,34.714,-0.7963366666666667,81.114175
2,22,65.0,28.757,34.755,-0.7963366666666667,81.114175
2,23,74.8,28.77,34.887,-0.7963366666666667,81.114175
2,24,85.1,28.772,34.774,-0.7963366666666667,81.114175
2,25,95.3,28.484,34.659,-0.7963366666666667,81.114175
2,26,105.0,27.919,34.894,-0.7963366666666667,81.114175
2,27,115.1,26.287,34.433,-0.7963366666666667,81.114175
2,28,125.1,18.171,34.532,-0.7963366666666667,81.114175
2,29,134.8,16.86,35.031,-0.7963366666666667,81.114175
2,30,145.1,16.558,35.063,-0.7963366666666667,81.114175
2,31,155.0,16.289,35.01,-0.7963366666666667,81.114175
2,32,164.8,15.791,35.034,-0.7963366666666667,81.114175
2,33,175.0,15.459,35.091,-0.7963366666666667,81.114175
2,34,184.9,15.332,35.103,-0.7963366666666667,81.114175
